title,platform,developer,genre,rating,release_date,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg,n_user_score,real_date
Jones On Fire,Wii U,Glass Bottom Games,"['Action', 'General', 'Platformer', '2D']",E,"Dec 10, 2015",0,No score yet,0,1,1,0.0,No user score yet,0.0,1,1,0.0,2015-12-10
Jotun: Valhalla Edition,Wii U,Thunder Lotus Games,"['Action', 'Action Adventure', 'General']",T,"Sep  8, 2016",79,Generally favorable reviews,6,3,0,7.0,Mixed or average reviews,8.0,1,3,70.0,2016-09-08
Journey of a Special Average Balloon,Wii U,TreeFall Studios,"['Action', 'Arcade']",E,"May 21, 2015",0,No score yet,0,0,2,0.0,No user score yet,0.0,2,0,0.0,2015-05-21
Just Dance 2014 (French),Wii U,Ubisoft,"['Action', 'Miscellaneous', 'Rhythm', 'Dancing', 'Dancing']",E10+,"Oct  8, 2013",72,Mixed or average reviews,8,5,0,7.7,Generally favorable reviews,39.0,1,9,77.0,2013-10-08
Just Dance 2015,Wii U,Ubisoft,"['Action', 'Miscellaneous', 'Rhythm', 'Dancing']",E10+,"Oct 21, 2014",75,Generally favorable reviews,3,3,0,6.7,Mixed or average reviews,14.0,10,6,67.0,2014-10-21
Just Dance 2016,Wii U,Ubisoft,"['Action', 'Rhythm', 'Dancing']",E10+,"Oct 20, 2015",73,Mixed or average reviews,2,5,0,7.5,Generally favorable reviews,13.0,2,3,75.0,2015-10-20
Just Dance 2017,Wii U,Ubisoft Paris,"['Action', 'Rhythm', 'Dancing']",E10+,"Oct 25, 2016",0,No score yet,1,2,0,7.1,Mixed or average reviews,4.0,3,1,71.0,2016-10-25
Just Dance 2018,Wii U,Ubisoft Paris,"['Action', 'Rhythm', 'Dancing']",E10+,"Oct 24, 2017",0,No score yet,1,0,0,4.5,Generally unfavorable reviews,3.0,3,4,45.0,2017-10-24
Just Dance 2019,Wii U,Ubisoft Paris,"['Action', 'Rhythm', 'Dancing']",E,"Oct 23, 2018",0,No score yet,0,0,0,6.4,Mixed or average reviews,4.0,1,2,64.0,2018-10-23
Just Dance 4,Wii U,Ubisoft Paris,"['Action', 'Miscellaneous', 'Rhythm', 'Dancing', 'Dancing']",E10+,"Nov 18, 2012",66,Mixed or average reviews,2,12,0,7.9,Generally favorable reviews,29.0,9,5,79.0,2012-11-18
Just Dance Kids 2014,Wii U,Ubisoft,"['Action', 'Miscellaneous', 'Rhythm', 'Dancing', 'Dancing']",E,"Oct 22, 2013",0,No score yet,0,0,0,7.2,Mixed or average reviews,10.0,1,3,72.0,2013-10-22
Just Dance: Disney Party 2,Wii U,Ubisoft,"['Action', 'Rhythm', 'Dancing']",E,"Oct 20, 2015",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0,0.0,2015-10-20
Keytari: 8-bit Music Maker,Wii U,Famous Gamous,"['Action', 'Miscellaneous', 'Rhythm', 'Application', 'Music']",E,"Jul  9, 2015",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2015-07-09
Kick & Fennick,Wii U,Abstraction Games,"['Action', 'Platformer', '2D']",E10+,"Jun  2, 2016",0,No score yet,1,2,0,0.0,No user score yet,1.0,2,0,0.0,2016-06-02
KickBeat: Special Edition,Wii U,Zen Studios,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",T,"Sep 16, 2014",62,Mixed or average reviews,1,5,0,7.2,Mixed or average reviews,8.0,0,3,72.0,2014-09-16
Kirby and the Rainbow Curse,Wii U,HAL Labs,"['Action', 'Platformer', '2D']",E,"Feb 20, 2015",73,Mixed or average reviews,42,26,4,8.0,Generally favorable reviews,194.0,36,31,80.0,2015-02-20
Knytt Underground,Wii U,"nifflas, Nifflas Games","['Action', 'Platformer', '2D']",M,"Dec 19, 2013",76,Generally favorable reviews,8,4,0,7.6,Generally favorable reviews,14.0,2,2,76.0,2013-12-19
Koi DX,Wii U,Oasis Games,"['Action Adventure', 'Puzzle', 'Action', 'General']",E,"Jan 19, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,1,0.0,2017-01-19
Kung Fu FIGHT!,Wii U,Nostatic Software,"['Action', 'Platformer', '2D']",E10+,"Aug  6, 2015",52,Mixed or average reviews,0,4,1,0.0,No user score yet,0.0,4,1,0.0,2015-08-06
Kung Fu Rabbit,Wii U,"Neko Entertainment, Bulkypix","['Action', 'Platformer', 'Platformer', '2D', '2D']",E,"May  2, 2013",65,Mixed or average reviews,4,9,1,5.6,Mixed or average reviews,8.0,13,9,56.0,2013-05-02
Land it Rocket,Wii U,Petite Games,"['Action', 'Platformer', 'Arcade', '2D']",E,"Jul  9, 2015",0,No score yet,0,1,1,0.0,No user score yet,0.0,1,1,0.0,2015-07-09
Laser Blaster,Wii U,Petite Games,"['Action', 'General', 'Arcade']",E,"Sep 22, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-09-22
Last Soldier,Wii U,"38,9_Degrees","['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",,"Nov 15, 2018",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2018-11-15
Legend of Kay Anniversary,Wii U,"Neon Studios, Kaiko","['Action Adventure', 'General', 'Linear']",E10+,"Jul 28, 2015",67,Mixed or average reviews,2,6,1,7.1,Mixed or average reviews,24.0,8,8,71.0,2015-07-28
LEGO Batman 2: DC Super Heroes,Wii U,TT Games,"['Action Adventure', 'Modern', 'General', 'Modern']",E10+,"May 21, 2013",77,Generally favorable reviews,5,2,0,7.5,Generally favorable reviews,23.0,7,6,75.0,2013-05-21
LEGO Batman 3: Beyond Gotham,Wii U,TT Games,"['Action Adventure', 'General', 'Modern']",E10+,"Nov 11, 2014",0,No score yet,0,2,0,7.2,Mixed or average reviews,14.0,5,5,72.0,2014-11-11
LEGO City Undercover,Wii U,TT Games,"['Action Adventure', 'Fantasy', 'General', 'Fantasy', 'Open-World']",E10+,"Mar 18, 2013",80,Generally favorable reviews,52,14,0,8.2,Generally favorable reviews,279.0,31,30,82.0,2013-03-18
LEGO Dimensions,Wii U,Traveller's Tales,"['Action Adventure', 'General']",E10+,"Sep 27, 2015",62,Mixed or average reviews,2,2,1,6.4,Mixed or average reviews,19.0,8,8,64.0,2015-09-27
LEGO Jurassic World,Wii U,TT Games,"['Action Adventure', 'General']",E10+,"Jun 12, 2015",71,Mixed or average reviews,2,3,0,7.7,Generally favorable reviews,14.0,7,2,77.0,2015-06-12
LEGO Marvel Super Heroes,Wii U,TT Games,"['Action Adventure', 'Fantasy', 'General', 'Fantasy', 'Open-World']",E10+,"Oct 22, 2013",82,Generally favorable reviews,7,1,0,8.1,Generally favorable reviews,63.0,13,8,81.0,2013-10-22
LEGO Marvel's Avengers,Wii U,TT Games,"['Action Adventure', 'General']",E10+,"Jan 26, 2016",69,Mixed or average reviews,1,3,0,7.3,Mixed or average reviews,13.0,4,5,73.0,2016-01-26
LEGO Star Wars: The Force Awakens,Wii U,TT Games,"['Action Adventure', 'General']",E10+,"Jun 28, 2016",74,Mixed or average reviews,4,2,0,7.8,Generally favorable reviews,12.0,2,3,78.0,2016-06-28
LEGO The Hobbit,Wii U,TT Games,"['Action Adventure', 'General', 'Fantasy', 'Historic']",E10+,"Apr 22, 2014",0,No score yet,0,1,1,8.0,Generally favorable reviews,10.0,3,1,80.0,2014-04-22
Letter Quest: Grimm's Journey Remastered,Wii U,"Digerati Distribution, Digerati","['Puzzle', 'Logic']",E,"Sep  8, 2016",0,No score yet,1,1,0,0.0,No user score yet,0.0,1,1,0.0,2016-09-08
"LEVEL 22, Gary's Misadventures",Wii U,Moving Player,"['Puzzle', 'Action', 'General']",E10+,"Jan 28, 2016",70,Mixed or average reviews,1,3,0,0.0,No user score yet,1.0,0,0,0.0,2016-01-28
Life of Pixel,Wii U,Super Icon Ltd,"['Action', 'Platformer', '2D']",E,"Jun 18, 2015",64,Mixed or average reviews,1,5,0,7.4,Mixed or average reviews,4.0,0,1,74.0,2015-06-18
Little Inferno,Wii U,Tomorrow Corporation,"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Action']",T,"Nov 18, 2012",79,Generally favorable reviews,17,5,0,7.5,Generally favorable reviews,51.0,20,9,75.0,2012-11-18
Lone Survivor: The Director's Cut,Wii U,"Curve Studios, superflat games","['Action Adventure', 'Horror', 'Survival']",T,"Oct 16, 2014",76,Generally favorable reviews,5,2,0,8.0,Generally favorable reviews,12.0,2,2,80.0,2014-10-16
Lost Reavers,Wii U,Bandai Namco Games,"['Action', 'Role-Playing', 'General', 'Action RPG']",T,"Apr 28, 2016",46,Generally unfavorable reviews,0,3,2,7.0,Mixed or average reviews,29.0,8,12,70.0,2016-04-28
Lovely Planet,Wii U,QUICKTEQUILA,"['Action', 'Shooter', 'First-Person', 'Arcade']",E10+,"Apr  5, 2016",0,No score yet,0,3,0,0.0,No user score yet,1.0,0,0,0.0,2016-04-05
Lucadian Chronicles,Wii U,Dark Roast Entertainment,"['Strategy', 'Miscellaneous', 'Turn-Based', 'Card Battle']",E10+,"Dec 11, 2014",0,No score yet,2,0,0,7.6,Generally favorable reviews,8.0,1,2,76.0,2014-12-11
Lucentek - Activate,Wii U,Joseph Lucente,"['Action Adventure', 'General']",E10+,"Nov 19, 2015",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2015-11-19
Lucentek Beyond,Wii U,Joseph Lucente,"['Role-Playing', 'General']",E10+,"Feb  2, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2017-02-02
Luv me Buddies Wonderland,Wii U,Oxygene,"['Miscellaneous', 'Party', 'Party / Minigame']",E,"May 29, 2014",0,No score yet,0,0,1,0.0,No user score yet,2.0,0,1,0.0,2014-05-29
Madden NFL 13,Wii U,EA Tiburon,"['Sim', 'Sports', 'Traditional', 'Team', 'Football', 'Sim']",E,"Nov 13, 2012",75,Generally favorable reviews,6,3,0,7.0,Mixed or average reviews,21.0,7,7,70.0,2012-11-13
Mahjong,Wii U,Sanuk Games,"['Miscellaneous', 'Board / Card Game']",E,"Oct 13, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-10-13
Mahjong Deluxe 3,Wii U,EnsenaSoft,"['Miscellaneous', 'Board / Card Game']",E,"Mar 16, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2017-03-16
Mario & Sonic at the Rio 2016 Olympic Games,Wii U,"Nintendo, Sega Sports R&D","['Sports', 'Individual', 'Athletics']",E10+,"Jun 24, 2016",65,Mixed or average reviews,7,17,2,7.7,Generally favorable reviews,63.0,18,12,77.0,2016-06-24
Mario & Sonic at the Sochi 2014 Olympic Winter Games,Wii U,"Nintendo, Sega Sports R&D","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']",E,"Nov 15, 2013",55,Mixed or average reviews,0,31,8,6.5,Mixed or average reviews,37.0,27,20,65.0,2013-11-15
Mario Kart 8,Wii U,Nintendo,"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']",E,"May 30, 2014",88,Generally favorable reviews,80,2,0,8.8,Generally favorable reviews,0.0,87,131,88.0,2014-05-30
Mario Kart 8 DLC Pack 1,Wii U,Nintendo,"['Driving', 'Racing', 'Arcade', 'Kart', 'Automobile']",E,"Nov 13, 2014",87,Generally favorable reviews,7,0,0,8.9,Generally favorable reviews,359.0,10,29,89.0,2014-11-13
Mario Kart 8 DLC Pack 2,Wii U,Nintendo,"['Driving', 'Kart', 'Racing', 'Arcade', 'Automobile']",E,"Apr 23, 2015",90,Universal acclaim,11,0,0,8.8,Generally favorable reviews,269.0,12,27,88.0,2015-04-23
Mario Party 10,Wii U,"Nintendo, Nd Cube","['Party', 'Miscellaneous', 'Party / Minigame']",E,"Mar 20, 2015",66,Mixed or average reviews,20,44,2,6.4,Mixed or average reviews,164.0,131,90,64.0,2015-03-20
Mario Tennis: Ultra Smash,Wii U,"Nintendo, Camelot Software Planning","['Sports', 'Individual', 'Tennis']",E,"Nov 20, 2015",58,Mixed or average reviews,2,47,9,5.1,Mixed or average reviews,47.0,63,79,51.0,2015-11-20
Mario vs. Donkey Kong: Tipping Stars,Wii U,"Nintendo, Nintendo Software Technology","['Puzzle', 'Action', 'Platformer', '2D']",E,"Mar  5, 2015",70,Mixed or average reviews,10,16,0,7.5,Generally favorable reviews,49.0,13,11,75.0,2015-03-05
Marvel Avengers: Battle for Earth,Wii U,Ubisoft Quebec,"['Action', 'General', 'General', 'Fighting', '3D']",T,"Dec  4, 2012",50,Mixed or average reviews,0,6,4,5.6,Mixed or average reviews,11.0,6,13,56.0,2012-12-04
Masked Forces,Wii U,R.G.B. SRL,"['Action', 'Shooter', 'First-Person', 'Tactical']",M,"May 31, 2018",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2018-05-31
Mass Effect 3: Special Edition,Wii U,Straight Right,"['Action RPG', 'Role-Playing', 'Action RPG']",M,"Nov 13, 2012",85,Generally favorable reviews,32,1,0,7.4,Mixed or average reviews,176.0,25,51,74.0,2012-11-13
Master Reboot,Wii U,Wales Interactive,"['Miscellaneous', 'Puzzle', 'General']",T,"Jul 24, 2014",64,Mixed or average reviews,0,6,0,5.9,Mixed or average reviews,4.0,1,3,59.0,2014-07-24
Maze,Wii U,"TreeFallStudios, TreeFall Studios","['Adventure', 'Puzzle', 'General', '3D', 'First-Person']",E,"Jan  8, 2015",29,Generally unfavorable reviews,0,0,4,1.6,Overwhelming dislike,1.0,0,6,16.0,2015-01-08
Maze Break,Wii U,nuGAME,"['Action', 'Arcade']",E,"Feb 23, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2017-02-23
Mega Maze,Wii U,Chronova,"['Adventure', 'Puzzle', 'General', '3D', 'First-Person']",E,"Jan 19, 2017",0,No score yet,0,1,1,0.0,No user score yet,0.0,1,1,0.0,2017-01-19
Meme Run,Wii U,Ninja Pig Studios,"['Action', 'Platformer', 'Fighting', '2D']",E,"Dec 18, 2014",0,No score yet,0,0,2,4.0,Generally unfavorable reviews,22.0,2,37,40.0,2014-12-18
Midnight,Wii U,Vilmos Gyokeres,"['Action', 'Platformer', '2D']",E,"Jan 22, 2015",60,Mixed or average reviews,0,3,1,0.0,No user score yet,0.0,0,1,0.0,2015-01-22
Midnight 2,Wii U,Petite Games,"['Puzzle', 'Action']",E,"May  5, 2016",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0,0.0,2016-05-05
Midtown Crazy Race,Wii U,Jose Varela,"['Driving', 'Racing', 'Simulation', 'Arcade', 'GT / Street', 'Automobile']",T,"Aug 21, 2014",0,No score yet,0,0,3,6.8,Mixed or average reviews,2.0,1,1,68.0,2014-08-21
Mighty No. 9,Wii U,Inti Creates,"['Platformer', '2D', 'Action', 'Platformer', '2D']",E10+,"Jun 21, 2016",48,Generally unfavorable reviews,0,7,2,4.6,Generally unfavorable reviews,41.0,9,60,46.0,2016-06-21
Mighty Switch Force! 2,Wii U,WayForward,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E10+,"Oct 17, 2013",74,Mixed or average reviews,3,2,0,7.4,Mixed or average reviews,12.0,7,3,74.0,2013-10-17
Mighty Switch Force! Hyper Drive Edition,Wii U,WayForward,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E10+,"Nov 18, 2012",80,Generally favorable reviews,16,3,0,7.8,Generally favorable reviews,47.0,15,6,78.0,2012-11-18
Miko Mole,Wii U,EnsenaSoft,"['Action', 'Puzzle', 'General', 'Platformer', '2D']",T,"Mar 30, 2017",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2017-03-30
MikroGame: Rotator,Wii U,Studio de la Torre,"['Action', 'Arcade']",E,"Aug 18, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-08-18
Minecraft: Story Mode - A Telltale Games Series - Season Pass,Wii U,Telltale Games,"['Action Adventure', 'Adventure', 'Point-and-Click', 'Linear']",E10+,"Jan 21, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-01-21
Minecraft: Story Mode - A Telltale Games Series - The Complete Adventure,Wii U,Telltale Games,"['Adventure', 'Point-and-Click']",E10+,"Dec 13, 2016",0,No score yet,0,0,0,7.9,Generally favorable reviews,6.0,1,1,79.0,2016-12-13
Minecraft: Story Mode - Episode 1: The Order of the Stone,Wii U,Telltale Games,"['Action Adventure', 'Adventure', 'General', 'Point-and-Click', 'Linear']",E10+,"Jan 21, 2016",77,Generally favorable reviews,4,1,0,6.8,Mixed or average reviews,14.0,4,8,68.0,2016-01-21
Minecraft: Wii U Edition,Wii U,4J Studios,"['Action Adventure', 'Sandbox']",E10+,"Dec 17, 2015",77,Generally favorable reviews,12,3,0,7.5,Generally favorable reviews,71.0,22,17,75.0,2015-12-17
Mini-Games Madness Volume: #1 - Hello World!,Wii U,Skunk Software,"['Miscellaneous', 'Party / Minigame']",E,"Jan 28, 2016",0,No score yet,0,0,2,0.0,No user score yet,0.0,0,2,0.0,2016-01-28
Mini-Mario & Friends: amiibo Challenge,Wii U,"Nintendo, Nintendo Software Technology","['Puzzle', 'Action']",E,"Mar 25, 2016",0,No score yet,1,2,0,6.9,Mixed or average reviews,8.0,4,2,69.0,2016-03-25
Molly Maggot,Wii U,GNOBSOFTWARE,"['Action', 'Platformer', '2D']",E10+,"Dec 31, 2015",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2015-12-31
Momonga Pinball Adventures,Wii U,Paladin Studios,"['Action', 'Pinball']",E,"Oct 15, 2015",57,Mixed or average reviews,0,6,0,0.0,No user score yet,2.0,1,0,0.0,2015-10-15
Mon Premier Karaoke,Wii U,RingZero Game Studio,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",E,"Apr  2, 2015",0,No score yet,0,1,0,0.0,No user score yet,0.0,0,1,0.0,2015-04-02
Monkey Pirates,Wii U,Henchmen Studio,"['Action', 'Miscellaneous', 'General', 'Party / Minigame']",E,"Jun 26, 2014",62,Mixed or average reviews,1,5,0,0.0,No user score yet,2.0,0,0,0.0,2014-06-26
Monster High: 13 Wishes,Wii U,Game Machine Studios,"['Action Adventure', 'Fantasy', 'General', 'Fantasy']",E,"Oct 29, 2013",0,No score yet,0,0,1,5.5,Mixed or average reviews,5.0,0,3,55.0,2013-10-29
Monster High: New Ghoul in School,Wii U,"Torus Games, Little Orbit","['Action', 'Action Adventure', 'General']",E,"Nov 17, 2015",0,No score yet,0,0,2,4.3,Generally unfavorable reviews,1.0,2,3,43.0,2015-11-17
Monster Hunter 3 Ultimate,Wii U,Capcom,"['Role-Playing', 'Action Adventure', 'Fantasy', 'Action RPG']",T,"Mar 19, 2013",82,Generally favorable reviews,46,9,0,8.3,Generally favorable reviews,266.0,28,36,83.0,2013-03-19
MOP: Operation Cleanup,Wii U,EnsenaSoft,"['Action', 'Platformer', '2D']",E10+,"Apr 20, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2017-04-20
Mortar Melon,Wii U,Mudvark,"['Action', 'General', 'Arcade']",E,"Aug 20, 2015",0,No score yet,0,0,2,0.0,No user score yet,0.0,0,2,0.0,2015-08-20
Mountain Peak Battle Mess,Wii U,Vadim Gafton,"['Action', 'Role-Playing', 'General', 'Action RPG']",E10+,"Oct 24, 2019",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2019-10-24
Mr. Pumpkin Adventure,Wii U,CottonGame,"['Adventure', 'Point-and-Click']",E,"Oct 20, 2016",0,No score yet,1,0,0,0.0,No user score yet,1.0,0,0,0.0,2016-10-20
Mutant Alien Moles of the Dead,Wii U,Pixel Bones Studios,"['Action', 'General', 'Arcade']",E10+,"Jun 15, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,1,0.0,2017-06-15
Mutant Mudds Deluxe,Wii U,Renegade Kid,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E,"Jun 13, 2013",84,Generally favorable reviews,6,1,0,7.5,Generally favorable reviews,34.0,6,8,75.0,2013-06-13
Mutant Mudds: Super Challenge,Wii U,Renegade Kid,"['Action', 'Platformer', '2D']",E,"Mar 17, 2016",83,Generally favorable reviews,6,1,0,7.3,Mixed or average reviews,17.0,2,5,73.0,2016-03-17
My Arctic Farm,Wii U,BiP Media,"['Simulation', 'Miscellaneous', 'Virtual', 'Virtual Life']",E,"Jun 26, 2014",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2014-06-26
My Exotic Farm,Wii U,BiP Media,"['Simulation', 'Miscellaneous', 'Virtual', 'Virtual Life']",E,"Apr 10, 2014",0,No score yet,0,0,3,0.0,No user score yet,0.0,0,2,0.0,2014-04-10
My Farm,Wii U,BiP Media,"['Simulation', 'Miscellaneous', 'Virtual', 'Virtual Life']",E,"Feb 27, 2014",0,No score yet,0,0,2,4.3,Generally unfavorable reviews,2.0,1,3,43.0,2014-02-27
My First Songs,Wii U,RingZero Game Studio,"['Action', 'Miscellaneous', 'General', 'Edutainment', 'Music Maker', 'Application']",E,"Apr 17, 2014",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2014-04-17
My Jurassic Farm,Wii U,BiP Media,"['Simulation', 'Miscellaneous', 'Virtual', 'Virtual Life']",E,"Jun 26, 2014",0,No score yet,0,0,1,0.0,No user score yet,1.0,0,0,0.0,2014-06-26
My Style Studio: Hair Salon,Wii U,Cypronia,"['Simulation', 'Miscellaneous', 'General', 'Virtual', 'Career']",E,"Mar 27, 2014",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2014-03-27
My Style Studio: Notebook,Wii U,Cypronia,"['Miscellaneous', 'Application']",E,"Mar 12, 2015",40,Generally unfavorable reviews,0,1,3,0.0,No user score yet,0.0,1,3,0.0,2015-03-12
Nano Assault Neo,Wii U,Shin'en,"['Action', 'Shooter', 'Shooter', 'Scrolling', 'Scrolling', ""Shoot-'Em-Up"", 'Top-Down']",E,"Nov 18, 2012",71,Mixed or average reviews,9,12,1,7.5,Generally favorable reviews,38.0,17,6,75.0,2012-11-18
NBA 2K13,Wii U,Visual Concepts,"['Sports', 'Traditional', 'Team', 'Basketball', 'Sim', 'Sim']",E,"Nov 18, 2012",85,Generally favorable reviews,16,1,0,7.2,Mixed or average reviews,30.0,11,8,72.0,2012-11-18
Near Earth Objects,Wii U,Jay X Townsend,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E,"Jan 14, 2016",0,No score yet,0,2,0,0.0,No user score yet,0.0,2,0,0.0,2016-01-14
Need for Speed: Most Wanted U,Wii U,Criterion Games,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E10+,"Mar 19, 2013",86,Generally favorable reviews,36,0,0,7.5,Generally favorable reviews,129.0,25,33,75.0,2013-03-19
Neon Battle,Wii U,Helix Games,"['Action', 'Arcade']",E,"Jul  9, 2015",0,No score yet,0,2,0,0.0,No user score yet,1.0,0,0,0.0,2015-07-09
NES Remix,Wii U,indieszero,"['Miscellaneous', 'General', 'Party / Minigame']",E,"Dec 18, 2013",71,Mixed or average reviews,21,11,2,7.2,Mixed or average reviews,88.0,35,21,72.0,2013-12-18
NES Remix 2,Wii U,indieszero,"['Miscellaneous', 'General', 'Party / Minigame']",E,"Apr 25, 2014",73,Mixed or average reviews,20,16,0,8.0,Generally favorable reviews,42.0,12,5,80.0,2014-04-25
NES Remix Pack,Wii U,indieszero,"['Miscellaneous', 'Compilation']",E,"Dec  5, 2014",0,No score yet,1,1,0,8.6,Generally favorable reviews,27.0,2,3,86.0,2014-12-05
Never Alone,Wii U,Upper One Games,"['Action', 'Platformer', '2D']",E10+,"Jun 25, 2015",67,Mixed or average reviews,1,4,0,6.8,Mixed or average reviews,7.0,5,1,68.0,2015-06-25
New Super Luigi U,Wii U,Nintendo,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E,"Jun 20, 2013",77,Generally favorable reviews,44,15,0,8.0,Generally favorable reviews,253.0,56,31,80.0,2013-06-20
New Super Mario Bros. U,Wii U,Nintendo,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E,"Nov 18, 2012",84,Generally favorable reviews,65,5,0,8.0,Generally favorable reviews,702.0,171,70,80.0,2012-11-18
New Super Mario Bros. U + New Super Luigi U,Wii U,Nintendo,"['Action', 'Platformer', '2D']",E,"Nov  1, 2013",0,No score yet,0,0,0,8.7,Generally favorable reviews,41.0,4,3,87.0,2013-11-01
Nihilumbra,Wii U,"BEAUTIFUN GAMES SL, BeautiFun Games","['Action', 'Adventure', 'General', 'Platformer', '2D']",E,"May 14, 2015",76,Generally favorable reviews,4,3,0,6.8,Mixed or average reviews,12.0,2,5,68.0,2015-05-14
Ninja Gaiden 3: Razor's Edge,Wii U,Team Ninja,"['Action', 'Action Adventure', 'Platformer', 'General', 'Platformer', '3D', '3D']",M,"Nov 18, 2012",69,Mixed or average reviews,18,23,0,7.4,Mixed or average reviews,89.0,16,21,74.0,2012-11-18
Ninja Pizza Girl,Wii U,Disparity Games,"['Action', 'Platformer', '2D']",E10+,"Oct  6, 2016",0,No score yet,0,2,0,0.0,No user score yet,0.0,2,0,0.0,2016-10-06
Ninja Strike: Dangerous Dash,Wii U,"Natsume, Platinum Egg Inc.","['Action', 'General', 'Platformer', '2D']",E10+,"Oct 15, 2015",0,No score yet,0,0,2,0.0,No user score yet,0.0,0,2,0.0,2015-10-15
Nintendo Land,Wii U,Nintendo,"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']",E10+,"Nov 18, 2012",77,Generally favorable reviews,42,19,0,7.9,Generally favorable reviews,403.0,131,34,79.0,2012-11-18
Noitu Love: Devolution,Wii U,"Konjak, MP2 Games","['Action', ""Beat-'Em-Up"", '2D']",E10+,"Sep 15, 2016",79,Generally favorable reviews,6,1,0,7.6,Generally favorable reviews,7.0,0,2,76.0,2016-09-15
NOVA-111,Wii U,Funktronic Labs,"['Sci-Fi', 'Strategy', 'Turn-Based', 'General']",E,"Sep 24, 2015",76,Generally favorable reviews,4,2,0,7.0,Mixed or average reviews,4.0,0,2,70.0,2015-09-24
Now I know my ABCs,Wii U,Skunk Software,"['Miscellaneous', 'Edutainment']",E,"Mar 31, 2016",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0,0.0,2016-03-31
Octocopter: Super Sub Squid Escape,Wii U,TACS Games,"['Action', 'Simulation', 'General', 'Marine', 'Combat']",E10+,"Nov 24, 2016",0,No score yet,0,1,1,0.0,No user score yet,0.0,1,1,0.0,2016-11-24
Octodad: Dadliest Catch,Wii U,"Young Horses, Inc","['Adventure', '3D', 'Third-Person']",E10+,"Oct 29, 2015",76,Generally favorable reviews,3,2,0,7.8,Generally favorable reviews,6.0,1,1,78.0,2015-10-29
Oddworld: Abe's Oddysee - New 'n' Tasty,Wii U,"Just Add Water, Nephilm Studios","['Action', 'Platformer', 'Platformer', '2D', '2D']",T,"Feb 11, 2016",81,Generally favorable reviews,6,0,0,7.6,Generally favorable reviews,17.0,1,4,76.0,2016-02-11
Ohayou! Beginner's Japanese,Wii U,Finger Gun Games,"['Miscellaneous', 'Edutainment']",E,"Nov 17, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-11-17
OlliOlli,Wii U,Tom Hegarty,"['Sports', 'Individual', 'Skate / Skateboard']",E,"Mar  5, 2015",80,Generally favorable reviews,5,1,0,8.1,Generally favorable reviews,12.0,3,1,81.0,2015-03-05
Olympia Rising,Wii U,"PlayEveryWare Games, Paleozoic","['Action', 'Platformer', '2D']",E,"Jun  9, 2016",64,Mixed or average reviews,0,4,0,0.0,No user score yet,1.0,0,2,0.0,2016-06-09
